EVENT PROVIDER,EVENT ID,EVENT DESCRIPTION,ATT&CK DATA SOURCE ID,ATT&CK DATA SOURCE,ATT&CK DATA COMPONENT,SOURCE,RELATIONSHIP,TARGET
Microsoft-Windows-Security-Auditing,5145,A network share object was checked to see whether client can be granted desired access.,DS0023,Named Pipe,Named Pipe Metadata,User,Created,Pipe
Microsoft-Windows-Security-Auditing,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.,DS0029,Network Traffic,Network Connection Creation,Device,Blocked Connection To,Process
Microsoft-Windows-Security-Auditing,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,DS0029,Network Traffic,Network Connection Creation,Device,Permitted Listener On,Ip/Port/Process
Microsoft-Windows-Security-Auditing,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,DS0029,Network Traffic,Network Connection Creation,Process,Listened On,Port
Microsoft-Windows-Security-Auditing,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,DS0029,Network Traffic,Network Connection Creation,Device,Blocked Listener To,Ip/Port/Process
Microsoft-Windows-Security-Auditing,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,DS0029,Network Traffic,Network Connection Creation,Process,Attempted To Listen On,Port
Microsoft-Windows-Security-Auditing,5156,The Windows Filtering Platform has permitted a connection.,DS0029,Network Traffic,Network Connection Creation,Process,Connected To,Ip/Port
Microsoft-Windows-Security-Auditing,5157,The Windows Filtering Platform has blocked a connection.,DS0029,Network Traffic,Network Connection Creation,Process,Attempted Connection To/From,Ip/Port
Microsoft-Windows-Security-Auditing,5157,The Windows Filtering Platform has blocked a connection.,DS0029,Network Traffic,Network Connection Creation,Device,Blocked Connection To,Process/Port
Microsoft-Windows-Security-Auditing,5158,The Windows Filtering Platform has permitted a bind to a local port.,DS0029,Network Traffic,Network Connection Creation,Process,Bound To,Port
Microsoft-Windows-Security-Auditing,5159,The Windows Filtering Platform has blocked a bind to a local port.,DS0029,Network Traffic,Network Connection Creation,Device,Blocked Port Bind On,Ip/Port/Process
Microsoft-Windows-Security-Auditing,5159,The Windows Filtering Platform has blocked a bind to a local port.,DS0029,Network Traffic,Network Connection Creation,Process,Attempted To Bind On,Port
Microsoft-Windows-Security-Auditing,5140,A network share object was accessed.,DS0033,Network Share,Network Share Access,User,Attempted To Access,Network Share
Microsoft-Windows-Security-Auditing,5145,A network share object was checked to see whether client can be granted desired access.,DS0033,Network Share,Network Share Access,User,Attempted To Access,Network Share
Microsoft-Windows-Security-Auditing,5142,A network share object was added.,DS0033,Network Share,Network Share Creation,User,Created,Network Share
Microsoft-Windows-Security-Auditing,5144,A network share object was deleted.,DS0033,Network Share,Network Share Deletion,User,Deleted,Network Share
Microsoft-Windows-Security-Auditing,5143,A network share object was modified.,DS0033,Network Share,Network Share Modification,User,Modified,Network Share
Microsoft-Windows-Security-Auditing,4656,A handle to an object was requested,DS0009,Process,Process Access,Process,Requested Access To,Process
Microsoft-Windows-Security-Auditing,4663,An attempt was made to access an object,DS0009,Process,Process Access,Process/User,Accessed,Process
Microsoft-Windows-Security-Auditing,4688,Program execution. When you start a program you are creating a process that stays open until the program ends,DS0009,Process,Process Creation,Process/User,Created,Process
Microsoft-Windows-Security-Auditing,4696,A primary token was assigned to process. The assigning process fields identifies the process that started the child (new) process,DS0009,Process,Process Creation,Process/User,Created,Process
Microsoft-Windows-Security-Auditing,4689,A process has exited.,DS0009,Process,Process Termination,User,Terminated,Process
Microsoft-Windows-Security-Auditing,4698,A scheduled task was created.,DS0003,Scheduled Job,Scheduled Job Creation,User,Created,Scheduled Job
Microsoft-Windows-Security-Auditing,4699,A scheduled task was deleted.,DS0003,Scheduled Job,Scheduled Job Deletion,User,Deleted,Scheduled Job
Microsoft-Windows-Security-Auditing,4700,A scheduled task was enabled.,DS0003,Scheduled Job,Scheduled Job Modification,User,Enabled,Scheduled Job
Microsoft-Windows-Security-Auditing,4701,A scheduled task was disabled.,DS0003,Scheduled Job,Scheduled Job Modification,User,Disabled,Scheduled Job
Microsoft-Windows-Security-Auditing,4702,A scheduled task was updated.,DS0003,Scheduled Job,Scheduled Job Modification,User,Modified,Scheduled Job
Microsoft-Windows-PowerShell,4103,Module logging.,DS0012,Script,Script Execution,Process,Executed,Script
PowerShellCore,4103,Module logging.,DS0012,Script,Script Execution,Process,Executed,Script
Microsoft-Windows-PowerShell,4104,Script Block Logging.,DS0012,Script,Script Execution,Process,Executed,Script
PowerShellCore,4104,Script Block Logging.,DS0012,Script,Script Execution,Process,Executed,Script
Microsoft-Windows-Security-Auditing,4656,A handle to an object was requested.,DS0019,Service,Service Access,User,Requested Access To,Service
Microsoft-Windows-Security-Auditing,4697,A service was installed in the system.,DS0019,Service,Service Creation,User,Created,Service
Microsoft-Windows-Eventlog,6005,The Event log service was started.,DS0019,Service,Service Metadata,Service,Started,
Microsoft-Windows-Eventlog,6006,The Event log service was stopped.,DS0019,Service,Service Metadata,Service,Stopped,
Microsoft-Windows-Security-Auditing,4648,A logon was attempted using explicit credentials.,DS0002,User Account,User Account Authentication,User,Attempted To Authenticate From,Ip/Port
Microsoft-Windows-Security-Auditing,4776,The computer attempted to validate the credentials for an account,DS0002,User Account,User Account Authentication,User,Authenticated From,Device
Microsoft-Windows-Security-Auditing,4625,An account failed to log on,DS0002,User Account,User Account Authentication,User,Attempted To Authenticate From,Ip/Port
Microsoft-Windows-Security-Auditing,4720,A user account was created,DS0002,User Account,User Account Creation,User,Created,User Account
Microsoft-Windows-Security-Auditing,4741,A computer account was created.,DS0002,User Account,User Account Creation,User,Created,User Account
Microsoft-Windows-Security-Auditing,4726,A user account was deleted,DS0002,User Account,User Account Deletion,User,Deleted,User Account
Microsoft-Windows-Security-Auditing,4743,A computer account was deleted.,DS0002,User Account,User Account Deletion,User,Deleted,User Account
Microsoft-Windows-Security-Auditing,4674,An operation was attempted on a privileged object,DS0002,User Account,User Account Metadata,Process/User,Accessed,User Privileges
Microsoft-Windows-Security-Auditing,4703,A user right was adjusted.,DS0002,User Account,User Account Modification,Logon,Metadata,
Microsoft-Windows-Security-Auditing,4717,System security access was granted to an account.,DS0002,User Account,User Account Modification,User,Granted Access To,User Account
Microsoft-Windows-Security-Auditing,4718,System security access was removed from an account.,DS0002,User Account,User Account Modification,User,Removed Access To,User Account
Microsoft-Windows-Security-Auditing,4722,A user account was enabled.,DS0002,User Account,User Account Modification,User,Enabled,User Account
Microsoft-Windows-Security-Auditing,4723,An attempt was made to change an account's password.,DS0002,User Account,User Account Modification,User,Attempted To Modify,User Account
Microsoft-Windows-Security-Auditing,4724,An attempt was made to reset an account's password,DS0002,User Account,User Account Modification,User,Attempted To Modify,User Account
Microsoft-Windows-Security-Auditing,4725,A user account was disabled.,DS0002,User Account,User Account Modification,User,Disabled,User Account
Microsoft-Windows-Security-Auditing,4738,A user account was changed.,DS0002,User Account,User Account Modification,User,Modified,User Account
Microsoft-Windows-Security-Auditing,4740,A user account was locked out.,DS0002,User Account,User Account Modification,User,Locked,User Account
Microsoft-Windows-Security-Auditing,4742,A computer account was changed.,DS0002,User Account,User Account Modification,User,Modified,User Account
Microsoft-Windows-Security-Auditing,4767,A user account was unlocked.,DS0002,User Account,User Account Modification,User,Unlocked,User Account
Microsoft-Windows-Security-Auditing,4781,The name of an account was changed.,DS0002,User Account,User Account Modification,User,Modified,User Account
Microsoft-Windows-Security-Auditing,4663,An attempt was made to access an object,DS0024,Windows Registry,Windows Registry Key Access,Process/User,Accessed,Registry
Microsoft-Windows-Security-Auditing,4657,A registry value was modified.,DS0024,Windows Registry,Windows Registry Key Creation,Process/User,Created,Registry
Microsoft-Windows-Security-Auditing,4657,A registry value was modified.,DS0024,Windows Registry,Windows Registry Key Deletion,Process/User,Deleted,Registry
Microsoft-Windows-Security-Auditing,4660,An object was deleted.,DS0024,Windows Registry,Windows Registry Key Deletion,Process/User,Deleted,Registry
Microsoft-Windows-Security-Auditing,4657,A registry value was modified.,DS0024,Windows Registry,Windows Registry Key Modification,Process/User,Modified,Registry
Microsoft-Windows-Security-Auditing,4670,Permissions on an object were changed.,DS0024,Windows Registry,Windows Registry Key Modification,Process/User,Modified,File
Microsoft-Windows-WMI-Activity,5857,WMIProv provider started.,DS0005,WMI,WMI Creation,User,Created,WMI Object
Microsoft-Windows-WMI-Activity,5858,WMI Query Error.,DS0005,WMI,WMI Creation,User,Created,WMI Object
Microsoft-Windows-WMI-Activity,5859,WMI Event.,DS0005,WMI,WMI Creation,User,Created,WMI Object
Microsoft-Windows-WMI-Activity,5860,WMI temporary event created.,DS0005,WMI,WMI Creation,User,Created,WMI Object
Microsoft-Windows-WMI-Activity,5861,WMI permanent event created.,DS0005,WMI,WMI Creation,User,Created,WMI Object
