EVENT ID,EVENT DESCRIPTION,ATT&CK DATA SOURCE ID,ATT&CK DATA SOURCE,ATT&CK DATA COMPONENT,SOURCE,RELATIONSHIP,TARGET
RemoveClientIDFromOpenIDConnectProvider,Removes the specified client ID (also known as audience) from the list of client IDs registered for the specified IAM OpenID Connect (OIDC) provider resource object.,DS0026,Active Directory,Active Directory Object Modification,Iam User/Process,Modification,Active Directory
TagOpenIDConnectProvider,Adds one or more tags to an OpenID Connect (OIDC)-compatible identity provider.,DS0026,Active Directory,Active Directory Object Modification,Iam User/Process,Modification,Active Directory
TagSAMLProvider,Adds one or more tags to a Security Assertion Markup Language (SAML) identity provider.,DS0026,Active Directory,Active Directory Object Modification,Iam User/Process,Modification,Active Directory
UntagOpenIDConnectProvider,Removes the specified tags from the specified OpenID Connect (OIDC)-compatible identity provider in IAM.,DS0026,Active Directory,Active Directory Object Modification,Iam User/Process,Modification,Active Directory
UntagSAMLProvider,Removes the specified tags from the specified Security Assertion Markup Language (SAML) identity provider in IAM.,DS0026,Active Directory,Active Directory Object Modification,Iam User/Process,Modification,Active Directory
UpdateOpenIDConnectProviderThumbprint,Replaces the existing list of server certificate thumbprints associated with an OpenID Connect (OIDC) provider resource object with a new list of thumbprints.,DS0026,Active Directory,Active Directory Object Modification,Iam User/Process,Modification,Certificate
UpdateSAMLProvider,Updates the metadata document for an existing SAML provider resource object.,DS0026,Active Directory,Active Directory Object Modification,Iam User/Process,Modification,Active Directory
GetServerCertificate,Retrieves information about the specified server certificate stored in IAM.,DS0037,Certificate,Certificate Access,Iam User/Process,Accessed,Certificate
DeleteServerCertificate,A server certificate has been deleted.,DS0037,Certificate,Certificate Deletion,User/Process,Delete,Certificate
ListServerCertificates,"Lists the server certificates stored in IAM that have the specified path prefix. If none exist, the operation returns an empty list.",DS0037,Certificate,Certificate Enumeration,Iam User,Enumerates,Certificate
TagServerCertificate,"Adds one or more tags to an IAM server certificate. If a tag with the same key name already exists, then that tag is overwritten with the new value.",DS0037,Certificate,Certificate Modification,Iam User/Process,Modification,Certificate
UntagServerCertificate,Removes the specified tags from the IAM server certificate.,DS0037,Certificate,Certificate Modification,Iam User/Process,Modification,Certificate
UpdateServerCertificate,Updates the name and/or the path of the specified server certificate stored in IAM.,DS0037,Certificate,Certificate Modification,Iam User/Process,Modification,Certificate
GetOrganizationsAccessReport,"Retrieves the service last accessed data report for AWS Organizations that was previously generated using the GenerateOrganizationsAccessReport operation. This operation retrieves the status of your report job and the report contents.
..
To call this operation, you must be signed in to the management account in your organization. SCPs must be enabled for your organization root. You must have permissions to perform this operation. 

For each service that principals in an account (root user, IAM users, or IAM roles) could access using SCPs, the operation returns details about the most recent access attempt.",-1,Cloud Service Account,Cloud Service Account Access,User,Accessed,Cloud Service Account Report
GetServiceLinkedRoleDeletionStatus,Retrieves the status of your service-linked role deletion.,-1,Cloud Service Account,Cloud Service Account Access,Iam User/Process,Accessed,Cloud Service Account
DeleteServiceLinkedRole,"Submits a service-linked role deletion request and returns a DeletionTaskId, which you can use to check the status of the deletion. Before you call this operation, confirm that the role has no active sessions and that any resources used by the role in the linked service are deleted.",-1,Cloud Service Account,Cloud Service Account Metadata,User/Process,Delete,Cloud Service Account Service Link
GenerateOrganizationsAccessReport,"Generates a report for service last accessed data for AWS Organizations. You can generate a report for any entities (organization root, organizational unit, or account) or policies in your organization.

To call this operation, you must be signed in using your Organizations management account credentials. You can use your long-term IAM user or root user credentials, or temporary credentials from assuming an IAM role. SCPs must be enabled for your organization root. You must have the required IAM and Organizations permissions.",-1,Cloud Service Account,Cloud Service Account Metadata,User/Process,Enumerate,Aws Organization
GetServiceLastAccessedDetails,"Retrieves a service last accessed report that was created using the GenerateServiceLastAccessedDetails operation. 

 The report includes a list of AWS services that the resource (user, group, role, or managed policy) can access.",-1,Cloud Service Account,Cloud Service Account Metadata,Iam User/Process,Accessed,Cloud Service Account
GetServiceLastAccessedDetailsWithEntities,"After you generate a group or policy report using the GenerateServiceLastAccessedDetails operation, you can use the JobId parameter in GetServiceLastAccessedDetailsWithEntities. This operation retrieves the status of your report job and a list of entities that could have used group or policy permissions to access the specified service.

Group – For a group report, this operation returns a list of users in the group that could have used the group’s policies in an attempt to access the service.

Policy – For a policy report, this operation returns a list of entities (users or roles) that could have used the policy in an attempt to access the service.

You can also use this operation for user or role reports to retrieve details about those entities.",-1,Cloud Service Account,Cloud Service Account Metadata,Iam User/Process,Accessed,Cloud Service Account
ResetServiceSpecificCredential,Resets the password for a service-specific credential. The new password is AWS generated and cryptographically strong. It cannot be configured by the user. Resetting the password immediately invalidates the previous password associated with this user.,-1,Cloud Service Account,Cloud Service Account Metadata,Iam User/Process,Modification,Cloud Service Account
StopLogging,CloudTrail has stopped recording CloudTrail Events. This is a significant red flag and should almost always be avoided.,DS0025,Cloud Service,Cloud Service Disable,Iam User/Process,Disabled,Cloud Service
GenerateServiceLastAccessedDetails,"Generates a report that includes details about when an IAM resource (user, group, role, or policy) was last used in an attempt to access AWS services. Recent activity usually appears within four hours.",DS0025,Cloud Service,Cloud Service Metadata,User/Process,Enumerate,Aws Service Report
GetGroup,Returns a list of IAM users that are in the specified IAM group.,DS0036,Group,Group Access,User/Process,Accessed,Group
CreateGroup,A new group has been created.,DS0036,Group,Group Creation,User/Process,Create,Group
DeleteGroup,An IAM group has been deleted. The group won't have contained any users or policies at time of deletion.,DS0036,Group,Group Deletion,User/Process,Delete,Group
ListAttachedGroupPolicies,Lists all managed policies that are attached to the specified IAM group.,DS0036,Group,Group Enumeration,Iam User,Enumerates,Group Policy
ListGroupPolicies,Lists the names of the inline policies that are embedded in the specified IAM group.,DS0036,Group,Group Enumeration,Iam User/Process,Enumerates,Group Policy
ListGroups,Lists the IAM groups that have the specified path prefix.,DS0036,Group,Group Enumeration,Iam User/Process,Enumerates,Group
ListGroupsForUser,Lists the IAM groups that the specified IAM user belongs to.,DS0036,Group,Group Enumeration,Iam User/Process,Enumerates,Group
DeleteGroupPolicy,An inline policy for an IAM group has been deleted.,DS0036,Group,Group Metadata,User/Process,Delete,Group Policy
DetachGroupPolicy,Removes the specified managed policy from the specified IAM group.,DS0036,Group,Group Metadata,User/Process,Removed,Group Policy
GetGroupPolicy,Retrieves the specified inline policy document that is embedded in the specified IAM group.,DS0036,Group,Group Metadata,User/Process,Accessed,Group Policy
ListEntitiesForPolicy,"Lists all IAM users, groups, and roles that the specified managed policy is attached to.",DS0036,Group,Group Metadata,Iam User/Process,Enumerates,Group Policy
ListPoliciesGrantingServiceAccess,"Retrieves a list of policies that the IAM identity (user, group, or role) can use to access each specified service.

The list of policies returned by the operation depends on the ARN of the identity that you provide.",DS0036,Group,Group Metadata,Iam User/Process,Enumerates,Group Policy
PutGroupPolicy,A policy for an IAM group has been added or updated.,DS0036,Group,Group Metadata,Iam User/Process,Modification,Group Policy
PutGroupPolicy,Adds or updates an inline policy document that is embedded in the specified IAM group.,DS0036,Group,Group Metadata,Iam User/Process,Modification,Group Policy
GetContextKeysForPrincipalPolicy,"Gets a list of all of the context keys referenced in all the IAM policies that are attached to the specified IAM entity. The entity can be an IAM user, group, or role. If you specify a user, then the request also includes all of the policies attached to groups that the user is a member of.",DS0036,Group,Group Metadata,User/Process,Accessed,Group Policy
AddUserToGroup,A user has been added to a group.,DS0036,Group,Group Modification,User/Process,Modification,Group
AttachGroupPolicy,A managed policy has been added to an IAM group.,DS0036,Group,Group Modification,User/Process,Modification,Group Policy
RemoveUserFromGroup,A user has been removed from an IAM group.,DS0036,Group,Group Modification,Iam User/Process,Modification,Group
UpdateGroup,Updates the name and/or the path of the specified IAM group.,DS0036,Group,Group Modification,Iam User/Process,Modification,Group
CreateImage,Creates an Amazon EBS-backed AMI from an Amazon EBS-backed instance that is either running or stopped.,DS0007,Image,Image Creation,User/Process,Create,Amazon Machine Image(Ami)
ModifyImageAttribute,Modifies the specified attribute of the specified AMI. You can specify only one attribute at a time.,DS0007,Image,Image Modification,Iam User/Process,Modification,Image
AddRoleToInstanceProfile,"Adds the specified IAM role to the specified instance profile. An instance profile can contain only one role, and this quota cannot be increased. You can remove the existing role and then add a different role to an instance profile.",DS0030,Instance,Instance Metadata,User/Process,Modification,Instance Profiles
CreateInstanceProfile,Creates a new instance profile.,DS0030,Instance,Instance Metadata,User,Create,Instance Profiles
DeleteInstanceProfile,Deletes the specified instance profile. The instance profile must not have an associated role.,DS0030,Instance,Instance Metadata,User/Process,Delete,Instance Profiles
GetInstanceProfile,"Retrieves information about the specified instance profile, including the instance profile's path, GUID, ARN, and role.",DS0030,Instance,Instance Metadata,User/Process,Accessed,Instance Profiles
ListInstanceProfiles,"Lists the instance profiles that have the specified path prefix. If there are none, the operation returns an empty list.",DS0030,Instance,Instance Metadata,Iam User/Process,Enumerates,Instance Profiles
ListInstanceProfilesForRole,"Lists the instance profiles that have the specified associated IAM role. If there are none, the operation returns an empty list.",DS0030,Instance,Instance Metadata,Iam User/Process,Enumerates,Instance Profiles
ListInstanceProfileTags,Lists the tags that are attached to the specified IAM instance profile. The returned list of tags is sorted by tag key.,DS0030,Instance,Instance Metadata,Iam User/Process,Enumerates,Instance Tags
RemoveRoleFromInstanceProfile,An IAM role has been removed from an EC2 instance profile.,DS0030,Instance,Instance Metadata,Iam User/Process,Removed,Instance Role
TagInstanceProfile,"Adds one or more tags to an IAM instance profile. If a tag with the same key name already exists, then that tag is overwritten with the new value.",DS0030,Instance,Instance Metadata,Iam User/Process,Modification,Instance Tags
UntagInstanceProfile,Removes the specified tags from the IAM instance profile.,DS0030,Instance,Instance Metadata,Iam User/Process,Modification,Instance Tags
RunInstances,"An Instance has been launched. From the associated metadata you’ll be able to determine who the owner is, what regions the resources are in, the InstanceType and more.",DS0030,Instance,Instance Start,Iam User/Process,Creates,Instance
StartInstances,An instance has been started. Similar metadata to RunInstances will give you an insight into more detail.,DS0030,Instance,Instance Start,Iam User/Process,Started,Instance
StopInstances,"Stops an Amazon EBS-backed instance.
Similar to StartInstances and RunInstances.",DS0030,Instance,Instance Stop,Iam User/Process,Stopped,Instance
ConsoleLogin,"A user has signed into AWS Management Console. That user could be an account owner, a federated user or an IAM user.",DS0028,Logon Session,Logon Session Creation,User,Created,Logon Session
CreateSnapshot,Creates a snapshot of an EBS volume and stores it in Amazon S3.,DS0020,Snapshot,Snapshot Creation,User/Process,Create,Snapshot
DeleteSnapshot,Deletes the specified snapshot.,DS0020,Snapshot,Snapshot Deletion,User/Process,Delete,Snapshot
ModifySnapshotAttribute,"Adds or removes permission settings for the specified snapshot. You may add or remove specified AWS account IDs from a snapshot's list of create volume permissions, but you cannot do both in a single operation.",DS0020,Snapshot,Snapshot Modification,Iam User/Process,Modification,Snapshot
GetAccountSummary,Retrieves information about IAM entity usage and IAM quotas in the AWS account.,DS0002,User Account,User Account Access,User/Process,Accessed,Aws Account
GetSSHPublicKey,"Retrieves the specified SSH public key, including metadata about the key.

The SSH public key retrieved by this operation is used only for authenticating the associated IAM user to an CodeCommit repository.",DS0002,User Account,User Account Access,Iam User,Accessed,User Account Ssh Key
GetUser,"Retrieves information about the specified IAM user, including the user's creation date, path, unique ID, and ARN.",DS0002,User Account,User Account Access,Iam User,Accessed,User Account
CreateVirtualMFADevice,"Creates a new virtual MFA device for the AWS account. After creating the virtual MFA, use EnableMFADevice to attach the MFA device to an IAM user.",DS0002,User Account,User Account Authentication,User/Process,Created,Mfa Device
DeactivateMFADevice,Deactivates the specified MFA device and removes it from association with the user name for which it was originally enabled.,DS0002,User Account,User Account Authentication,User/Process,Modification,Mfa Device
DeleteVirtualMFADevice,Deletes a virtual MFA device.,DS0002,User Account,User Account Authentication,User/Process,Delete,Mfa Device
EnableMFADevice,"Enables the specified MFA device and associates it with the specified IAM user. When enabled, the MFA device is required for every subsequent login by the IAM user associated with the device.",DS0002,User Account,User Account Authentication,User/Process,Modification,Mfa Device
GetMFADevice,Retrieves information about an MFA device for a specified user.,DS0002,User Account,User Account Authentication,User/Process,Accessed,Mfa Device
ListMFADevices,"Lists the MFA devices for an IAM user. If the request includes a IAM user name, then this operation lists all the MFA devices associated with the specified user.

If you do not specify a user name, IAM determines the user name implicitly based on the AWS access key ID signing the request for this operation.",DS0002,User Account,User Account Authentication,Iam User/Process,Enumerates,Mfa Device
ListMFADeviceTags,Lists the tags that are attached to the specified IAM virtual multi-factor authentication (MFA) device. The returned list of tags is sorted by tag key.,DS0002,User Account,User Account Authentication,Iam User/Process,Enumerates,Mfa Device Tags
ListVirtualMFADevices,"Lists the virtual MFA devices defined in the AWS account by assignment status. If you do not specify an assignment status, the operation returns a list of all virtual MFA devices.",DS0002,User Account,User Account Authentication,Iam User/Process,Enumerates,Mfa Device
ResyncMFADevice,Synchronizes the specified MFA device with its IAM resource object on the AWS servers.,DS0002,User Account,User Account Authentication,Iam User/Process,Modification,Mfa Device
TagMFADevice,"Adds one or more tags to an IAM virtual multi-factor authentication (MFA) device. If a tag with the same key name already exists, then that tag is overwritten with the new value.",DS0002,User Account,User Account Authentication,Iam User/Process,Modification,Mfa Device
UntagMFADevice,Removes the specified tags from the IAM virtual multi-factor authentication (MFA) device.,DS0002,User Account,User Account Authentication,Iam User/Process,Modification,Mfa Device
CreateUser,A new IAM user has been created for an AWS account.,DS0002,User Account,User Account Creation,User/Process,Create,User Account
DeleteUser,A user has been deleted.,DS0002,User Account,User Account Deletion,User/Process,Delete,User Account
ListAccessKeys,"Returns information about the access key IDs associated with the specified IAM user. If there is none, the operation returns an empty list.",DS0002,User Account,User Account Enumeration,Iam User,Enumerates,User Account Access Keys
ListAccountAliases,Lists the account alias associated with the AWS account (Note: you can have only one).,DS0002,User Account,User Account Enumeration,Iam User/Process,Enumerates,User Account
ListAttachedUserPolicies,Lists all managed policies that are attached to the specified IAM user.,DS0002,User Account,User Account Enumeration,Iam User,Enumerates,User Account Policy
ListPolicies,"Lists all the managed policies that are available in your AWS account, including your own customer-defined managed policies and all AWS managed policies.",DS0002,User Account,User Account Enumeration,Iam User/Process,Enumerates,User Account Policy
ListServiceSpecificCredentials,"Returns information about the service-specific credentials associated with the specified IAM user. If none exists, the operation returns an empty list. The service-specific credentials returned by this operation are used only for authenticating the IAM user to a specific service.",DS0002,User Account,User Account Enumeration,Iam User,Enumerates,User Account Metadata
ListSigningCertificates,"Returns information about the signing certificates associated with the specified IAM user. If none exists, the operation returns an empty list.",DS0002,User Account,User Account Enumeration,Iam User,Enumerates,User Account Certificate
ListSSHPublicKeys,"Returns information about the SSH public keys associated with the specified IAM user. If none exists, the operation returns an empty list.",DS0002,User Account,User Account Enumeration,Iam User,Enumerates,User Account Ssh Key
ListUserPolicies,Lists the names of the inline policies embedded in the specified IAM user.,DS0002,User Account,User Account Enumeration,Iam User,Enumerates,User Account Policy
ListUsers,"Lists the IAM users that have the specified path prefix. If no path prefix is specified, the operation returns all users in the AWS account.",DS0002,User Account,User Account Enumeration,Iam User,Enumerates,User Account
ListUserTags,Lists the tags that are attached to the specified IAM user. The returned list of tags is sorted by tag key.,DS0002,User Account,User Account Enumeration,Iam User,Enumerates,User Account Tags
CreateServiceLinkedRole,"Creates an IAM role that is linked to a specific AWS service. The service controls the attached policies and when the role can be deleted. This helps ensure that the service is not broken by an unexpectedly changed or deleted role, which could put your AWS resources into an unknown state.",DS0002,User Account,User Account Metadata,User/Process,Created,Role
CreateServiceSpecificCredential,"Generates a set of credentials consisting of a user name and password that can be used to access the service specified in the request. These credentials are generated by IAM, and can be used only for the specified service.

You can have a maximum of two sets of service-specific credentials for each supported service per user.",DS0002,User Account,User Account Metadata,User/Process,Created,User Account Password
DeleteAccessKey,An access key pair for an IAM user has been deleted.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Access Key
DeleteAccountAlias,An AWS account alias has been deleted.,DS0002,User Account,User Account Metadata,User,Delete,User Account Alias
DeleteAccountPasswordPolicy,A password policy for an account has been deleted.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Password
DeleteLoginProfile,A password for an IAM user has been deleted thus removing that user's ability to access services through the console.,DS0002,User Account,User Account Metadata,User,Delete,User Account Password
DeletePolicyVersion,A version of a policy has been deleted.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Policy
DeleteRole,A role has been deleted. The role will not have had any policies attached if it was able to be deleted.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Role
DeleteRolePermissionsBoundary,"Deletes the permissions boundary for the specified IAM role.

You cannot set the boundary for a service-linked role.",DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Permissions
DeleteRolePolicy,An inline policy for an IAM role has been deleted.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Policy
DeleteServiceSpecificCredential,Deletes the specified service-specific credential.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Password
DeleteSigningCertificate,A signing certificate has been deleted.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Certificate
DeleteSSHPublicKey,"An SSH public key has been deleted.

The SSH public key deleted by this operation is used only for authenticating the associated IAM user to an CodeCommit repository.",DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Public Key
DeleteUserPermissionsBoundary,Deletes the permissions boundary for the specified IAM user.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Permissions
DeleteUserPolicy,An inline policy for an IAM user has been deleted.,DS0002,User Account,User Account Metadata,User/Process,Delete,User Account Policy
DetachRolePolicy,A managed policy has been removed from a role.,DS0002,User Account,User Account Metadata,User/Process,Removed,User Account Policy
DetachUserPolicy,A managed policy has been removed from a user.,DS0002,User Account,User Account Metadata,User/Process,Removed,User Account Policy
GenerateCredentialReport,Retrieves a credential report for the AWS account.,DS0002,User Account,User Account Metadata,User/Process,Enumerate,User Account
GetCredentialReport,Retrieves a credential report for the AWS account.,DS0002,User Account,User Account Metadata,User/Process,Accessed,User Account
ListRolePolicies,Lists the names of the inline policies that are embedded in the specified IAM role.,DS0002,User Account,User Account Metadata,Iam User,Enumerates,User Account Policy
ListRoles,"Lists the IAM roles that have the specified path prefix. If there are none, the operation returns an empty list.",DS0002,User Account,User Account Metadata,Iam User,Enumerates,User Account Policy
ListRoleTags,Lists the tags that are attached to the specified role. The returned list of tags is sorted by tag key.,DS0002,User Account,User Account Metadata,Iam User,Enumerates,User Account Tags
PutRolePermissionsBoundary,Adds or updates the policy that is specified as the IAM role's permissions boundary. You can use an AWS managed policy or a customer managed policy to set the boundary for a role. Use the boundary to control the maximum permissions that the role can have. Setting a permissions boundary is an advanced feature that can affect the permissions for the role.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
PutRolePolicy,A policy for an IAM role has been added or updated.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
PutRolePolicy,Adds or updates an inline policy document that is embedded in the specified IAM role.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
PutUserPermissionsBoundary,Adds or updates the policy that is specified as the IAM user's permissions boundary. You can use an AWS managed policy or a customer managed policy to set the boundary for a user. Use the boundary to control the maximum permissions that the user can have. Setting a permissions boundary is an advanced feature that can affect the permissions for the user.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
PutUserPolicy,A policy for an IAM user has been added or updated.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
PutUserPolicy,Adds or updates an inline policy document that is embedded in the specified IAM role.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
SetDefaultPolicyVersion,"A version of a policy has been set as a default. This can apply to users, groups and roles. To find specifics, use the ListEntitiesForPolicy API.",DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
SimulateCustomPolicy,Simulate how a set of IAM policies and optionally a resource-based policy works with a list of API operations and AWS resources to determine the policies' effective permissions. The policies are provided as strings.,DS0002,User Account,User Account Metadata,User/Process,Enumerates,User Account Policy
SimulatePrincipalPolicy,"Simulate how a set of IAM policies attached to an IAM entity works with a list of API operations and AWS resources to determine the policies' effective permissions. The entity can be an IAM user, group, or role. If you specify a user, then the simulation also includes all of the policies that are attached to groups that the user belongs to. You can simulate resources that don't exist in your account.",DS0002,User Account,User Account Metadata,User/Process,Accesses,User Account Policy
TagPolicy,"Adds one or more tags to an IAM customer managed policy. If a tag with the same key name already exists, then that tag is overwritten with the new value.",DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
TagRole,"Adds one or more tags to an IAM role. The role can be a regular role or a service-linked role. If a tag with the same key name already exists, then that tag is overwritten with the new value.",DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account
Untag Policy,Removes the specified tags from the customer managed policy.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
UntagRole,Removes the specified tags from the role.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Metadata (User Tags)
UpdateAccountPasswordPolicy,Updates the password policy settings for the AWS account.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
UpdateAssumeRolePolicy,Updates the policy that grants an IAM entity permission to assume a role.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Policy
UpdateRole,Updates the description or maximum session duration setting of a role.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Role
AttachRolePolicy,A managed policy has been added to an IAM role.,DS0002,User Account,User Account Metadata,User/Process,Modification,User Account Policy
AttachUserPolicy,A managed policy has been added to an IAM user.,DS0002,User Account,User Account Metadata,User/Process,Modification,User Account  Policy
ChangePassword,"A password for an IAM user has been changed.

Changes the password of the IAM user who is calling this operation. This operation can be performed using the AWS CLI, the AWS API, or the My Security Credentials page in the AWS Management Console. The AWS account root user password is not affected by this operation.",DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Password
CreateAccessKey,A new AWS secret access key and access key ID has been created.,DS0002,User Account,User Account Metadata,User/Process,Create,User Account Access Key
CreateAccountAlias,Creates an alias for your AWS account.,DS0002,User Account,User Account Metadata,User/Process,Created,User Account Alias
CreateLoginProfile,A new password has been created for a user to access AWS services through the management console.,DS0002,User Account,User Account Metadata,User,Created,User Account Password
CreatePolicy,A new managed policy has been created for an AWS account.,DS0002,User Account,User Account Metadata,User/Process,Created,User Account Policy
CreatePolicyVersion,"Creates a new version of the specified managed policy. To update a managed policy, you create a new policy version. A managed policy can have up to five versions. If the policy has five versions, you must delete an existing version using DeletePolicyVersion before you create a new version.",DS0002,User Account,User Account Metadata,User/Process,Created,User Account Policy
CreateRole,A new role for an AWS account has been created.,DS0002,User Account,User Account Metadata,User/Process,Created,User Account Role
GetAccountAuthorizationDetails,"Retrieves information about all IAM users, groups, roles, and policies in your AWS account, including their relationships to one another. Use this operation to obtain a snapshot of the configuration of IAM permissions (users, groups, roles, and policies) in your account.",DS0002,User Account,User Account Metadata,User/Process,Accessed,Aws Account
GetAccountPasswordPolicy,Retrieves the password policy for the AWS account. This tells you the complexity requirements and mandatory rotation periods for the IAM user passwords in your account.,DS0002,User Account,User Account Metadata,User/Process,Accessed,Aws Account Password
GetContextKeysForCustomPolicy,"Gets a list of all of the context keys referenced in the input policies. The policies are supplied as a list of one or more strings. To get the context keys from policies associated with an IAM user, group, or role, use GetContextKeysForPrincipalPolicy.",DS0002,User Account,User Account Metadata,User/Process,Accessed,User Account Policy
GetContextKeysForPrincipalPolicy,"Gets a list of all of the context keys referenced in all the IAM policies that are attached to the specified IAM entity. The entity can be an IAM user, group, or role. If you specify a user, then the request also includes all of the policies attached to groups that the user is a member of.",DS0002,User Account,User Account Metadata,User/Process,Accessed,User Account Policy
GetLoginprofile,Retrieves the user name and password-creation date for the specified IAM user.,DS0002,User Account,User Account Metadata,Iam User/Process,Accessed,User Account Password
GetPolicy,"Retrieves information about the specified managed policy, including the policy's default version and the total number of IAM users, groups, and roles to which the policy is attached.",DS0002,User Account,User Account Metadata,User/Process,Accessed,Policy
GetPolicyVersion,"Retrieves information about the specified version of the specified managed policy, including the policy document.",DS0002,User Account,User Account Metadata,Iam User/Process,Accessed,Policy
GetRole,"Retrieves information about the specified role, including the role's path, GUID, ARN, and the role's trust policy that grants permission to assume the role.",DS0002,User Account,User Account Metadata,Iam User/Process,Accessed,User Account Role
GetRolePolicy,Retrieves the specified inline policy document that is embedded with the specified IAM role.,DS0002,User Account,User Account Metadata,Iam User/Process,Accessed,User Account Policy
GetUserPolicy,Retrieves the specified inline policy document that is embedded in the specified IAM user.,DS0002,User Account,User Account Metadata,Iam User/Process,Accessed,User Account Policy
ListAttachedRolePolicies,Lists all managed policies that are attached to the specified IAM role.,DS0002,User Account,User Account Metadata,Iam User,Enumerates,Role
ListEntitiesForPolicy,"Lists all IAM users, groups, and roles that the specified managed policy is attached to.",DS0002,User Account,User Account Metadata,Iam User/Process,Enumerates,User Account Policy
ListPoliciesGrantingServiceAccess,"Retrieves a list of policies that the IAM identity (user, group, or role) can use to access each specified service.

The list of policies returned by the operation depends on the ARN of the identity that you provide.",DS0002,User Account,User Account Metadata,Iam User/Process,Enumerates,User Account Policy
ListPolicyTags,Lists the tags that are attached to the specified IAM customer managed policy. The returned list of tags is sorted by tag key.,DS0002,User Account,User Account Metadata,Iam User/Process,Enumerates,User Account Policy
